"","term","gene"
"2527","Genes enriched in stem/TA cells cluster","CLUH"
"2528","Genes enriched in stem/TA cells cluster","RPS11"
"2529","Genes enriched in stem/TA cells cluster","C1orf174"
"2530","Genes enriched in stem/TA cells cluster","TFRC"
"2531","Genes enriched in stem/TA cells cluster","MRPL4"
"2532","Genes enriched in stem/TA cells cluster","CNBP"
"2533","Genes enriched in stem/TA cells cluster","RPL26"
"2534","Genes enriched in stem/TA cells cluster","MRTO4"
"2535","Genes enriched in stem/TA cells cluster","MRPL37"
"2536","Genes enriched in stem/TA cells cluster","TOMM40"
"2537","Genes enriched in stem/TA cells cluster","CDK2AP2"
"2538","Genes enriched in stem/TA cells cluster","MRPS15"
"2539","Genes enriched in stem/TA cells cluster","ERH"
"2540","Genes enriched in stem/TA cells cluster","NOP58"
"2541","Genes enriched in stem/TA cells cluster","NAXE"
"2542","Genes enriched in stem/TA cells cluster","RPS14"
"2543","Genes enriched in stem/TA cells cluster","DNAJC9"
"2544","Genes enriched in stem/TA cells cluster","NOP16"
"2545","Genes enriched in stem/TA cells cluster","RFC4"
"2546","Genes enriched in stem/TA cells cluster","MRPS5"
"2547","Genes enriched in stem/TA cells cluster","HOOK1"
"2548","Genes enriched in stem/TA cells cluster","AHSA1"
"2549","Genes enriched in stem/TA cells cluster","RPS27"
"2550","Genes enriched in stem/TA cells cluster","NCL"
"2551","Genes enriched in stem/TA cells cluster","LSM6"
"2552","Genes enriched in stem/TA cells cluster","RPL15"
"2553","Genes enriched in stem/TA cells cluster","RPS13"
"2554","Genes enriched in stem/TA cells cluster","RPS26"
"2555","Genes enriched in stem/TA cells cluster","TRMT112"
"2556","Genes enriched in stem/TA cells cluster","MRPL42"
"2557","Genes enriched in stem/TA cells cluster","KNSTRN"
"2558","Genes enriched in stem/TA cells cluster","MRPL35"
"2559","Genes enriched in stem/TA cells cluster","SMC4"
"2560","Genes enriched in stem/TA cells cluster","RPL6"
"2561","Genes enriched in stem/TA cells cluster","FBL"
"2562","Genes enriched in stem/TA cells cluster","DPY30"
"2563","Genes enriched in stem/TA cells cluster","RPS9"
"2564","Genes enriched in stem/TA cells cluster","TK1"
"2565","Genes enriched in stem/TA cells cluster","LYAR"
"2566","Genes enriched in stem/TA cells cluster","TOMM20"
"2567","Genes enriched in stem/TA cells cluster","C16orf91"
"2568","Genes enriched in stem/TA cells cluster","RPL23A"
"2569","Genes enriched in stem/TA cells cluster","NHP2"
"2570","Genes enriched in stem/TA cells cluster","PABPC1"
"2571","Genes enriched in stem/TA cells cluster","KRTCAP2"
"2572","Genes enriched in stem/TA cells cluster","ATIC"
"2573","Genes enriched in stem/TA cells cluster","MECR"
"2574","Genes enriched in stem/TA cells cluster","EIF3E"
"2575","Genes enriched in stem/TA cells cluster","EEF1B2"
"2576","Genes enriched in stem/TA cells cluster","YBX1"
"2577","Genes enriched in stem/TA cells cluster","CDK1"
"2578","Genes enriched in stem/TA cells cluster","RP9"
"2579","Genes enriched in stem/TA cells cluster","NDUFS7"
"2580","Genes enriched in stem/TA cells cluster","SNRPA1"
"2581","Genes enriched in stem/TA cells cluster","ANP32D"
"2582","Genes enriched in stem/TA cells cluster","BIRC5"
"2583","Genes enriched in stem/TA cells cluster","SMC3"
"2584","Genes enriched in stem/TA cells cluster","NDUFC2-KCTD14"
"2585","Genes enriched in stem/TA cells cluster","NDUFC2"
"2586","Genes enriched in stem/TA cells cluster","GSTP1"
"2587","Genes enriched in stem/TA cells cluster","BZW2"
"2588","Genes enriched in stem/TA cells cluster","NDUFA10"
"2589","Genes enriched in stem/TA cells cluster","HPF1"
"2590","Genes enriched in stem/TA cells cluster","CKS1B"
"2591","Genes enriched in stem/TA cells cluster","STMN1"
"2592","Genes enriched in stem/TA cells cluster","BTF3"
"2593","Genes enriched in stem/TA cells cluster","RPS23"
"2594","Genes enriched in stem/TA cells cluster","BCL7C"
"2595","Genes enriched in stem/TA cells cluster","NASP"
"2596","Genes enriched in stem/TA cells cluster","MRPS16"
"2597","Genes enriched in stem/TA cells cluster","PA2G4"
"2598","Genes enriched in stem/TA cells cluster","FUBP1"
"2599","Genes enriched in stem/TA cells cluster","DCTPP1"
"2600","Genes enriched in stem/TA cells cluster","RANGRF"
"2601","Genes enriched in stem/TA cells cluster","G3BP1"
"2602","Genes enriched in stem/TA cells cluster","CENPE"
"2603","Genes enriched in stem/TA cells cluster","MRPS35"
"2604","Genes enriched in stem/TA cells cluster","SLC25A39"
"2605","Genes enriched in stem/TA cells cluster","MPC2"
"2606","Genes enriched in stem/TA cells cluster","MRPL38"
"2607","Genes enriched in stem/TA cells cluster","BZW1"
"2608","Genes enriched in stem/TA cells cluster","TSEN34"
"2609","Genes enriched in stem/TA cells cluster","ABHD14A"
"2610","Genes enriched in stem/TA cells cluster","COX20"
"2611","Genes enriched in stem/TA cells cluster","HNRNPU"
"2612","Genes enriched in stem/TA cells cluster","MRPS14"
"2613","Genes enriched in stem/TA cells cluster","GFER"
"2614","Genes enriched in stem/TA cells cluster","NUCKS1"
"2615","Genes enriched in stem/TA cells cluster","RPL19"
"2616","Genes enriched in stem/TA cells cluster","ELOF1"
"2617","Genes enriched in stem/TA cells cluster","PRIM1"
"2618","Genes enriched in stem/TA cells cluster","MRPL12"
"2619","Genes enriched in stem/TA cells cluster","RPL4"
"2620","Genes enriched in stem/TA cells cluster","RPSAP58"
"2621","Genes enriched in stem/TA cells cluster","RPSA"
"2622","Genes enriched in stem/TA cells cluster","DNAJC19"
"2623","Genes enriched in stem/TA cells cluster","ENY2"
"2624","Genes enriched in stem/TA cells cluster","NFU1"
"2625","Genes enriched in stem/TA cells cluster","MRPL30"
"2626","Genes enriched in stem/TA cells cluster","RACK1"
"2627","Genes enriched in stem/TA cells cluster","TOMM7"
"2628","Genes enriched in stem/TA cells cluster","LSM7"
"2629","Genes enriched in stem/TA cells cluster","BOLA3"
"2630","Genes enriched in stem/TA cells cluster","ISYNA1"
"2631","Genes enriched in stem/TA cells cluster","ABHD11"
"2632","Genes enriched in stem/TA cells cluster","SNRPE"
"2633","Genes enriched in stem/TA cells cluster","CREG1"
"2634","Genes enriched in stem/TA cells cluster","EEF1D"
"2635","Genes enriched in stem/TA cells cluster","NUDT21"
"2636","Genes enriched in stem/TA cells cluster","HSPE1"
"2637","Genes enriched in stem/TA cells cluster","ATP5PD"
"2638","Genes enriched in stem/TA cells cluster","NDUFA12"
"2639","Genes enriched in stem/TA cells cluster","SETSIP"
"2640","Genes enriched in stem/TA cells cluster","ANAPC11"
"2641","Genes enriched in stem/TA cells cluster","TCEA3"
"2642","Genes enriched in stem/TA cells cluster","ANP32E"
"2643","Genes enriched in stem/TA cells cluster","NAA38"
"2644","Genes enriched in stem/TA cells cluster","RPL13"
"2645","Genes enriched in stem/TA cells cluster","IMPDH2"
"2646","Genes enriched in stem/TA cells cluster","THOC7"
"2647","Genes enriched in stem/TA cells cluster","CPS1"
"2648","Genes enriched in stem/TA cells cluster","EIF5A"
"2649","Genes enriched in stem/TA cells cluster","SNRPD2"
"2650","Genes enriched in stem/TA cells cluster","CBX5"
"2651","Genes enriched in stem/TA cells cluster","FAM136A"
"2652","Genes enriched in stem/TA cells cluster","MYB"
"2653","Genes enriched in stem/TA cells cluster","EIF3H"
"2654","Genes enriched in stem/TA cells cluster","SPC24"
"2655","Genes enriched in stem/TA cells cluster","PPP1CC"
"2656","Genes enriched in stem/TA cells cluster","SRI"
"2657","Genes enriched in stem/TA cells cluster","SFPQ"
"2658","Genes enriched in stem/TA cells cluster","RPL24"
"2659","Genes enriched in stem/TA cells cluster","NME2"
"2660","Genes enriched in stem/TA cells cluster","HIKESHI"
"2661","Genes enriched in stem/TA cells cluster","PHB"
"2662","Genes enriched in stem/TA cells cluster","ASF1B"
"2663","Genes enriched in stem/TA cells cluster","CDC20"
"2664","Genes enriched in stem/TA cells cluster","MRPS22"
"2665","Genes enriched in stem/TA cells cluster","NUDC"
"2666","Genes enriched in stem/TA cells cluster","RNF186"
"2667","Genes enriched in stem/TA cells cluster","RPL29"
"2668","Genes enriched in stem/TA cells cluster","EIF3K"
"2669","Genes enriched in stem/TA cells cluster","GKN3P"
"2670","Genes enriched in stem/TA cells cluster","ATP5MC3"
"2671","Genes enriched in stem/TA cells cluster","NUDT19"
"2672","Genes enriched in stem/TA cells cluster","CFTR"
"2673","Genes enriched in stem/TA cells cluster","SSB"
"2674","Genes enriched in stem/TA cells cluster","MRPS24"
"2675","Genes enriched in stem/TA cells cluster","SERBP1"
"2676","Genes enriched in stem/TA cells cluster","PRDX6"
"2677","Genes enriched in stem/TA cells cluster","HSP90B1"
"2678","Genes enriched in stem/TA cells cluster","ATP5MC2"
"2679","Genes enriched in stem/TA cells cluster","HNRNPA3"
"2680","Genes enriched in stem/TA cells cluster","RPS15"
"2681","Genes enriched in stem/TA cells cluster","DYNLL2"
"2682","Genes enriched in stem/TA cells cluster","EIF3I"
"2683","Genes enriched in stem/TA cells cluster","MLEC"
"2684","Genes enriched in enterocytes cluster","MT-CO1"
"2685","Genes enriched in enterocytes cluster","MT-ATP6"
"2686","Genes enriched in enterocytes cluster","MT-CO2"
"2687","Genes enriched in enterocytes cluster","MT-ND4"
"2688","Genes enriched in enterocytes cluster","MT-ATP8"
"2689","Genes enriched in enterocytes cluster","MT-ND1"
"2690","Genes enriched in enterocytes cluster","MT-CYB"
"2691","Genes enriched in enterocytes cluster","MT-ND3"
"2692","Genes enriched in enterocytes cluster","MT-ND4L"
"2693","Genes enriched in enterocytes cluster","MT-ND5"
"2694","Genes enriched in enterocytes cluster","MT-CO3"
"2695","Genes enriched in enterocytes cluster","NUDT5"
"2696","Genes enriched in enterocytes cluster","PGRMC1"
"2697","Genes enriched in enterocytes cluster","PHYH"
"2698","Genes enriched in enterocytes cluster","LMO7"
"2699","Genes enriched in enterocytes cluster","RBM47"
"2700","Genes enriched in enterocytes cluster","ACAA2"
"2701","Genes enriched in enterocytes cluster","CTAGE1"
"2702","Genes enriched in enterocytes cluster","AK3"
"2703","Genes enriched in enterocytes cluster","DSTN"
"2704","Genes enriched in enterocytes cluster","APP"
"2705","Genes enriched in enterocytes cluster","NDUFV3"
"2706","Genes enriched in enterocytes cluster","ATP5ME"
"2707","Genes enriched in enterocytes cluster","WDR1"
"2708","Genes enriched in enterocytes cluster","IFNGR2"
"2709","Genes enriched in enterocytes cluster","CBR1"
"2710","Genes enriched in enterocytes cluster","OPTN"
"2711","Genes enriched in enterocytes cluster","PIN4"
"2712","Genes enriched in enterocytes cluster","SRSF5"
"2713","Genes enriched in enterocytes cluster","SLC5A1"
"2714","Genes enriched in enterocytes cluster","RNF128"
"2715","Genes enriched in enterocytes cluster","CRYL1"
"2716","Genes enriched in enterocytes cluster","ADA"
"2717","Genes enriched in enterocytes cluster","GGTLC1"
"2718","Genes enriched in enterocytes cluster","GGT2"
"2719","Genes enriched in enterocytes cluster","GGTLC3"
"2720","Genes enriched in enterocytes cluster","NRIP1"
"2721","Genes enriched in enterocytes cluster","SON"
"2722","Genes enriched in enterocytes cluster","S100G"
"2723","Genes enriched in enterocytes cluster","CNDP2"
"2724","Genes enriched in enterocytes cluster","TSC22D1"
"2725","Genes enriched in enterocytes cluster","RFK"
"2726","Genes enriched in enterocytes cluster","DHRS1"
"2727","Genes enriched in enterocytes cluster","SLC6A8"
"2728","Genes enriched in enterocytes cluster","IRF2"
"2729","Genes enriched in enterocytes cluster","CYCS"
"2730","Genes enriched in enterocytes cluster","AMN"
"2731","Genes enriched in enterocytes cluster","GALNT1"
"2732","Genes enriched in enterocytes cluster","SOD1"
"2733","Genes enriched in enterocytes cluster","UPP1"
"2734","Genes enriched in enterocytes cluster","SLC27A4"
"2735","Genes enriched in enterocytes cluster","GGT1"
"2736","Genes enriched in enterocytes cluster","ITPK1"
"2737","Genes enriched in enterocytes cluster","PNP"
"2738","Genes enriched in enterocytes cluster","TES"
"2739","Genes enriched in enterocytes cluster","STK38"
"2740","Genes enriched in enterocytes cluster","MEP1B"
"2741","Genes enriched in enterocytes cluster","ATP8B1"
"2742","Genes enriched in enterocytes cluster","SLC6A19"
"2743","Genes enriched in enterocytes cluster","LASP1"
"2744","Genes enriched in enterocytes cluster","SRPK1"
"2745","Genes enriched in enterocytes cluster","CHMP5"
"2746","Genes enriched in enterocytes cluster","GGNBP2"
"2747","Genes enriched in enterocytes cluster","CD2AP"
"2748","Genes enriched in enterocytes cluster","CHKA"
"2749","Genes enriched in enterocytes cluster","ITM2B"
"2750","Genes enriched in enterocytes cluster","MS4A10"
"2751","Genes enriched in enterocytes cluster","KLF4"
"2752","Genes enriched in enterocytes cluster","REEP3"
"2753","Genes enriched in enterocytes cluster","NDUFA1"
"2754","Genes enriched in enterocytes cluster","BAIAP2L2"
"2755","Genes enriched in enterocytes cluster","DSG2"
"2756","Genes enriched in enterocytes cluster","DERA"
"2757","Genes enriched in enterocytes cluster","TCF7L2"
"2758","Genes enriched in enterocytes cluster","ARL4A"
"2759","Genes enriched in enterocytes cluster","DDC"
"2760","Genes enriched in enterocytes cluster","DHRS11"
"2761","Genes enriched in enterocytes cluster","GSTO1"
"2762","Genes enriched in enterocytes cluster","GDA"
"2763","Genes enriched in enterocytes cluster","VPS4B"
"2764","Genes enriched in enterocytes cluster","EPS8"
"2765","Genes enriched in enterocytes cluster","MYO1D"
"2766","Genes enriched in enterocytes cluster","MAPK1"
"2767","Genes enriched in enterocytes cluster","SDCBP2"
"2768","Genes enriched in enterocytes cluster","VAPA"
"2769","Genes enriched in enterocytes cluster","ONECUT2"
"2770","Genes enriched in enterocytes cluster","SEC31A"
"2771","Genes enriched in enterocytes cluster","SULT1B1"
"2772","Genes enriched in enterocytes cluster","GPD1"
"2773","Genes enriched in enterocytes cluster","DLST"
"2774","Genes enriched in enterocytes cluster","TCN2"
"2775","Genes enriched in enterocytes cluster","SMIM22"
"2776","Genes enriched in enterocytes cluster","KLF3"
"2777","Genes enriched in enterocytes cluster","PLXNB2"
"2778","Genes enriched in enterocytes cluster","MISP"
"2779","Genes enriched in enterocytes cluster","CCDC25"
"2780","Genes enriched in enterocytes cluster","GATA6"
"2781","Genes enriched in enterocytes cluster","EPB41L3"
"2782","Genes enriched in enterocytes cluster","ACE2"
"2783","Genes enriched in enterocytes cluster","LPCAT3"
"2784","Genes enriched in enterocytes cluster","C11orf54"
"2785","Genes enriched in enterocytes cluster","SDCBP"
"2786","Genes enriched in enterocytes cluster","ENO1"
"2787","Genes enriched in enterocytes cluster","PAPSS2"
"2788","Genes enriched in enterocytes cluster","LGALS3"
"2789","Genes enriched in enterocytes cluster","TMEM160"
"2790","Genes enriched in enterocytes cluster","OS9"
"2791","Genes enriched in enterocytes cluster","CYP3A5"
"2792","Genes enriched in enterocytes cluster","CYP3A7"
"2793","Genes enriched in enterocytes cluster","ANXA4"
"2794","Genes enriched in enterocytes cluster","PEPD"
"2795","Genes enriched in enterocytes cluster","VMP1"
"2796","Genes enriched in enterocytes cluster","B4GALNT1"
"2797","Genes enriched in enterocytes cluster","MAOA"
"2798","Genes enriched in enterocytes cluster","NET1"
"2799","Genes enriched in enterocytes cluster","SPTBN1"
"2800","Genes enriched in enterocytes cluster","ADIPOR2"
"2801","Genes enriched in enterocytes cluster","FABP1"
"2802","Genes enriched in enterocytes cluster","IRF7"
"2803","Genes enriched in enterocytes cluster","COX7A1"
"2804","Genes enriched in enterocytes cluster","CRIP1"
"2805","Genes enriched in enterocytes cluster","NUCB1"
"2806","Genes enriched in enterocytes cluster","SURF4"
"2807","Genes enriched in enterocytes cluster","RAB8A"
"2808","Genes enriched in enterocytes cluster","ATXN7L3B"
"2809","Genes enriched in enterocytes cluster","NIPBL"
"2810","Genes enriched in enterocytes cluster","ENPP3"
"2811","Genes enriched in enterocytes cluster","GNA11"
"2812","Genes enriched in enterocytes cluster","EPHX2"
"2813","Genes enriched in enterocytes cluster","FMC1-LUC7L2"
"2814","Genes enriched in enterocytes cluster","LUC7L2"
"2815","Genes enriched in enterocytes cluster","SI"
"2816","Genes enriched in enterocytes cluster","HLA-DQB2"
"2817","Genes enriched in enterocytes cluster","PLIN3"
"2818","Genes enriched in enterocytes cluster","RPS6KA1"
"2819","Genes enriched in enterocytes cluster","PTPRF"
"2820","Genes enriched in enterocytes cluster","PLCB3"
