"","term","gene"
"10825","fetal.ISC.proliferation.signature_Kazakevych_2017","FBL"
"10826","fetal.ISC.proliferation.signature_Kazakevych_2017","AI450353"
"10827","fetal.ISC.proliferation.signature_Kazakevych_2017","BRD8"
"10828","fetal.ISC.proliferation.signature_Kazakevych_2017","POLD1"
"10829","fetal.ISC.proliferation.signature_Kazakevych_2017","FAM129B"
"10830","fetal.ISC.proliferation.signature_Kazakevych_2017","REV3L"
"10831","fetal.ISC.proliferation.signature_Kazakevych_2017","SLC41A1"
"10832","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP109"
"10833","fetal.ISC.proliferation.signature_Kazakevych_2017","CEP57L1"
"10834","fetal.ISC.proliferation.signature_Kazakevych_2017","NUSAP1"
"10835","fetal.ISC.proliferation.signature_Kazakevych_2017","DSCC1"
"10836","fetal.ISC.proliferation.signature_Kazakevych_2017","CEP72"
"10837","fetal.ISC.proliferation.signature_Kazakevych_2017","GM13157"
"10838","fetal.ISC.proliferation.signature_Kazakevych_2017","POLA1"
"10839","fetal.ISC.proliferation.signature_Kazakevych_2017","6720401G13RIK"
"10840","fetal.ISC.proliferation.signature_Kazakevych_2017","PPIE"
"10841","fetal.ISC.proliferation.signature_Kazakevych_2017","ADPGK"
"10842","fetal.ISC.proliferation.signature_Kazakevych_2017","KLHDC5"
"10843","fetal.ISC.proliferation.signature_Kazakevych_2017","RAD50"
"10844","fetal.ISC.proliferation.signature_Kazakevych_2017","TASP1"
"10845","fetal.ISC.proliferation.signature_Kazakevych_2017","CDKAL1"
"10846","fetal.ISC.proliferation.signature_Kazakevych_2017","SKA1"
"10847","fetal.ISC.proliferation.signature_Kazakevych_2017","VARS"
"10848","fetal.ISC.proliferation.signature_Kazakevych_2017","DDX11"
"10849","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP599"
"10850","fetal.ISC.proliferation.signature_Kazakevych_2017","PPM1F"
"10851","fetal.ISC.proliferation.signature_Kazakevych_2017","HSF1"
"10852","fetal.ISC.proliferation.signature_Kazakevych_2017","INCENP"
"10853","fetal.ISC.proliferation.signature_Kazakevych_2017","SHQ1"
"10854","fetal.ISC.proliferation.signature_Kazakevych_2017","VARS2"
"10855","fetal.ISC.proliferation.signature_Kazakevych_2017","RAD9A"
"10856","fetal.ISC.proliferation.signature_Kazakevych_2017","UBE2T"
"10857","fetal.ISC.proliferation.signature_Kazakevych_2017","SPRY1"
"10858","fetal.ISC.proliferation.signature_Kazakevych_2017","EXOG"
"10859","fetal.ISC.proliferation.signature_Kazakevych_2017","LZTS2"
"10860","fetal.ISC.proliferation.signature_Kazakevych_2017","CKAP2L"
"10861","fetal.ISC.proliferation.signature_Kazakevych_2017","2410002F23RIK"
"10862","fetal.ISC.proliferation.signature_Kazakevych_2017","JPX"
"10863","fetal.ISC.proliferation.signature_Kazakevych_2017","B3GALNT2"
"10864","fetal.ISC.proliferation.signature_Kazakevych_2017","CLUAP1"
"10865","fetal.ISC.proliferation.signature_Kazakevych_2017","CDK19"
"10866","fetal.ISC.proliferation.signature_Kazakevych_2017","HYLS1"
"10867","fetal.ISC.proliferation.signature_Kazakevych_2017","PHLPP1"
"10868","fetal.ISC.proliferation.signature_Kazakevych_2017","UPF3B"
"10869","fetal.ISC.proliferation.signature_Kazakevych_2017","CKAP2"
"10870","fetal.ISC.proliferation.signature_Kazakevych_2017","MFSD10"
"10871","fetal.ISC.proliferation.signature_Kazakevych_2017","MORC4"
"10872","fetal.ISC.proliferation.signature_Kazakevych_2017","CENPP"
"10873","fetal.ISC.proliferation.signature_Kazakevych_2017","DTYMK"
"10874","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP292"
"10875","fetal.ISC.proliferation.signature_Kazakevych_2017","NARG2"
"10876","fetal.ISC.proliferation.signature_Kazakevych_2017","SNRNP48"
"10877","fetal.ISC.proliferation.signature_Kazakevych_2017","SNORD22"
"10878","fetal.ISC.proliferation.signature_Kazakevych_2017","HAUS4"
"10879","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP39"
"10880","fetal.ISC.proliferation.signature_Kazakevych_2017","MKS1"
"10881","fetal.ISC.proliferation.signature_Kazakevych_2017","TELO2"
"10882","fetal.ISC.proliferation.signature_Kazakevych_2017","LIN9"
"10883","fetal.ISC.proliferation.signature_Kazakevych_2017","CSDA"
"10884","fetal.ISC.proliferation.signature_Kazakevych_2017","TRUB1"
"10885","fetal.ISC.proliferation.signature_Kazakevych_2017","IQGAP3"
"10886","fetal.ISC.proliferation.signature_Kazakevych_2017","ZMYM6"
"10887","fetal.ISC.proliferation.signature_Kazakevych_2017","HSP90AB1"
"10888","fetal.ISC.proliferation.signature_Kazakevych_2017","TSPAN12"
"10889","fetal.ISC.proliferation.signature_Kazakevych_2017","TRIT1"
"10890","fetal.ISC.proliferation.signature_Kazakevych_2017","HMGB2"
"10891","fetal.ISC.proliferation.signature_Kazakevych_2017","SMYD3"
"10892","fetal.ISC.proliferation.signature_Kazakevych_2017","CDT1"
"10893","fetal.ISC.proliferation.signature_Kazakevych_2017","RSU1"
"10894","fetal.ISC.proliferation.signature_Kazakevych_2017","ANLN"
"10895","fetal.ISC.proliferation.signature_Kazakevych_2017","TTC23"
"10896","fetal.ISC.proliferation.signature_Kazakevych_2017","CCDC41"
"10897","fetal.ISC.proliferation.signature_Kazakevych_2017","DDX27"
"10898","fetal.ISC.proliferation.signature_Kazakevych_2017","ATRIP"
"10899","fetal.ISC.proliferation.signature_Kazakevych_2017","DENND1A"
"10900","fetal.ISC.proliferation.signature_Kazakevych_2017","CENPA"
"10901","fetal.ISC.proliferation.signature_Kazakevych_2017","KIF18B"
"10902","fetal.ISC.proliferation.signature_Kazakevych_2017","METTL8"
"10903","fetal.ISC.proliferation.signature_Kazakevych_2017","PPP1R13L"
"10904","fetal.ISC.proliferation.signature_Kazakevych_2017","RPL28"
"10905","fetal.ISC.proliferation.signature_Kazakevych_2017","ZC3H8"
"10906","fetal.ISC.proliferation.signature_Kazakevych_2017","FOCAD"
"10907","fetal.ISC.proliferation.signature_Kazakevych_2017","PRR11"
"10908","fetal.ISC.proliferation.signature_Kazakevych_2017","ESCO2"
"10909","fetal.ISC.proliferation.signature_Kazakevych_2017","CENPT"
"10910","fetal.ISC.proliferation.signature_Kazakevych_2017","B3GNTL1"
"10911","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H2BL"
"10912","fetal.ISC.proliferation.signature_Kazakevych_2017","ARHGAP33"
"10913","fetal.ISC.proliferation.signature_Kazakevych_2017","DOCK11"
"10914","fetal.ISC.proliferation.signature_Kazakevych_2017","BC048403"
"10915","fetal.ISC.proliferation.signature_Kazakevych_2017","GYLTL1B"
"10916","fetal.ISC.proliferation.signature_Kazakevych_2017","DEPDC1B"
"10917","fetal.ISC.proliferation.signature_Kazakevych_2017","NEK4"
"10918","fetal.ISC.proliferation.signature_Kazakevych_2017","TERF1"
"10919","fetal.ISC.proliferation.signature_Kazakevych_2017","2700099C18RIK"
"10920","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP61"
"10921","fetal.ISC.proliferation.signature_Kazakevych_2017","ERI1"
"10922","fetal.ISC.proliferation.signature_Kazakevych_2017","CDC20"
"10923","fetal.ISC.proliferation.signature_Kazakevych_2017","SEPT10"
"10924","fetal.ISC.proliferation.signature_Kazakevych_2017","PKMYT1"
"10925","fetal.ISC.proliferation.signature_Kazakevych_2017","GPR56"
"10926","fetal.ISC.proliferation.signature_Kazakevych_2017","A430033K04RIK"
"10927","fetal.ISC.proliferation.signature_Kazakevych_2017","SPATA24"
"10928","fetal.ISC.proliferation.signature_Kazakevych_2017","CEP152"
"10929","fetal.ISC.proliferation.signature_Kazakevych_2017","SRF"
"10930","fetal.ISC.proliferation.signature_Kazakevych_2017","ACTR5"
"10931","fetal.ISC.proliferation.signature_Kazakevych_2017","MAP3K15"
"10932","fetal.ISC.proliferation.signature_Kazakevych_2017","RNF149"
"10933","fetal.ISC.proliferation.signature_Kazakevych_2017","UBALD1"
"10934","fetal.ISC.proliferation.signature_Kazakevych_2017","WDR59"
"10935","fetal.ISC.proliferation.signature_Kazakevych_2017","ALG8"
"10936","fetal.ISC.proliferation.signature_Kazakevych_2017","CAMK1"
"10937","fetal.ISC.proliferation.signature_Kazakevych_2017","FAM86"
"10938","fetal.ISC.proliferation.signature_Kazakevych_2017","PARVA"
"10939","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP703"
"10940","fetal.ISC.proliferation.signature_Kazakevych_2017","CCDC22"
"10941","fetal.ISC.proliferation.signature_Kazakevych_2017","PRC1"
"10942","fetal.ISC.proliferation.signature_Kazakevych_2017","DPH5"
"10943","fetal.ISC.proliferation.signature_Kazakevych_2017","FKBP5"
"10944","fetal.ISC.proliferation.signature_Kazakevych_2017","PGM2L1"
"10945","fetal.ISC.proliferation.signature_Kazakevych_2017","ANKRD23"
"10946","fetal.ISC.proliferation.signature_Kazakevych_2017","RPL21"
"10947","fetal.ISC.proliferation.signature_Kazakevych_2017","WDR34"
"10948","fetal.ISC.proliferation.signature_Kazakevych_2017","HOXB5"
"10949","fetal.ISC.proliferation.signature_Kazakevych_2017","BCL2L12"
"10950","fetal.ISC.proliferation.signature_Kazakevych_2017","SYDE2"
"10951","fetal.ISC.proliferation.signature_Kazakevych_2017","NOC3L"
"10952","fetal.ISC.proliferation.signature_Kazakevych_2017","TRMT5"
"10953","fetal.ISC.proliferation.signature_Kazakevych_2017","HSP90AA1"
"10954","fetal.ISC.proliferation.signature_Kazakevych_2017","TRIM68"
"10955","fetal.ISC.proliferation.signature_Kazakevych_2017","DOC2G"
"10956","fetal.ISC.proliferation.signature_Kazakevych_2017","RAD54L"
"10957","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP397"
"10958","fetal.ISC.proliferation.signature_Kazakevych_2017","EPB4.1L2"
"10959","fetal.ISC.proliferation.signature_Kazakevych_2017","BORA"
"10960","fetal.ISC.proliferation.signature_Kazakevych_2017","TERT"
"10961","fetal.ISC.proliferation.signature_Kazakevych_2017","IRF2BP1"
"10962","fetal.ISC.proliferation.signature_Kazakevych_2017","DDX56"
"10963","fetal.ISC.proliferation.signature_Kazakevych_2017","PIF1"
"10964","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H2BG"
"10965","fetal.ISC.proliferation.signature_Kazakevych_2017","CRYBG3"
"10966","fetal.ISC.proliferation.signature_Kazakevych_2017","RPL27"
"10967","fetal.ISC.proliferation.signature_Kazakevych_2017","PPAP2B"
"10968","fetal.ISC.proliferation.signature_Kazakevych_2017","CNTROB"
"10969","fetal.ISC.proliferation.signature_Kazakevych_2017","TCTN1"
"10970","fetal.ISC.proliferation.signature_Kazakevych_2017","CENPM"
"10971","fetal.ISC.proliferation.signature_Kazakevych_2017","HMMR"
"10972","fetal.ISC.proliferation.signature_Kazakevych_2017","SPATA5"
"10973","fetal.ISC.proliferation.signature_Kazakevych_2017","RPL7A"
"10974","fetal.ISC.proliferation.signature_Kazakevych_2017","SAPCD2"
"10975","fetal.ISC.proliferation.signature_Kazakevych_2017","MBNL3"
"10976","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H2BF"
"10977","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H1E"
"10978","fetal.ISC.proliferation.signature_Kazakevych_2017","TMEM106C"
"10979","fetal.ISC.proliferation.signature_Kazakevych_2017","C330021F23RIK"
"10980","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP653"
"10981","fetal.ISC.proliferation.signature_Kazakevych_2017","RPS6"
"10982","fetal.ISC.proliferation.signature_Kazakevych_2017","E2F8"
"10983","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP64"
"10984","fetal.ISC.proliferation.signature_Kazakevych_2017","METTL1"
"10985","fetal.ISC.proliferation.signature_Kazakevych_2017","APOE"
"10986","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H2BK"
"10987","fetal.ISC.proliferation.signature_Kazakevych_2017","CECR5"
"10988","fetal.ISC.proliferation.signature_Kazakevych_2017","SRRD"
"10989","fetal.ISC.proliferation.signature_Kazakevych_2017","SERGEF"
"10990","fetal.ISC.proliferation.signature_Kazakevych_2017","ALKBH2"
"10991","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H4A"
"10992","fetal.ISC.proliferation.signature_Kazakevych_2017","PRDX4"
"10993","fetal.ISC.proliferation.signature_Kazakevych_2017","DPH2"
"10994","fetal.ISC.proliferation.signature_Kazakevych_2017","PQLC1"
"10995","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H3I"
"10996","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST2H3B"
"10997","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H2BH"
"10998","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST1H4D"
"10999","fetal.ISC.proliferation.signature_Kazakevych_2017","CSF2RA"
"11000","fetal.ISC.proliferation.signature_Kazakevych_2017","E130307A14RIK"
"11001","fetal.ISC.proliferation.signature_Kazakevych_2017","1700001K23RIK"
"11002","fetal.ISC.proliferation.signature_Kazakevych_2017","AGPAT4"
"11003","fetal.ISC.proliferation.signature_Kazakevych_2017","SNORA30"
"11004","fetal.ISC.proliferation.signature_Kazakevych_2017","HIST2H2AC"
"11005","fetal.ISC.proliferation.signature_Kazakevych_2017","SNORA17"
"11006","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFHX3"
"11007","fetal.ISC.proliferation.signature_Kazakevych_2017","CHD6"
"11008","fetal.ISC.proliferation.signature_Kazakevych_2017","CELSR2"
"11009","fetal.ISC.proliferation.signature_Kazakevych_2017","PRR12"
"11010","fetal.ISC.proliferation.signature_Kazakevych_2017","MDM1"
"11011","fetal.ISC.proliferation.signature_Kazakevych_2017","NOTCH2"
"11012","fetal.ISC.proliferation.signature_Kazakevych_2017","PDE3B"
"11013","fetal.ISC.proliferation.signature_Kazakevych_2017","MAML3"
"11014","fetal.ISC.proliferation.signature_Kazakevych_2017","NSMAF"
"11015","fetal.ISC.proliferation.signature_Kazakevych_2017","WDR19"
"11016","fetal.ISC.proliferation.signature_Kazakevych_2017","LRRC49"
"11017","fetal.ISC.proliferation.signature_Kazakevych_2017","SLC25A23"
"11018","fetal.ISC.proliferation.signature_Kazakevych_2017","DPY19L3"
"11019","fetal.ISC.proliferation.signature_Kazakevych_2017","NEK1"
"11020","fetal.ISC.proliferation.signature_Kazakevych_2017","GRAMD1A"
"11021","fetal.ISC.proliferation.signature_Kazakevych_2017","KIT"
"11022","fetal.ISC.proliferation.signature_Kazakevych_2017","ZC3H7B"
"11023","fetal.ISC.proliferation.signature_Kazakevych_2017","FAM189B"
"11024","fetal.ISC.proliferation.signature_Kazakevych_2017","CEP78"
"11025","fetal.ISC.proliferation.signature_Kazakevych_2017","BMP7"
"11026","fetal.ISC.proliferation.signature_Kazakevych_2017","ADAM8"
"11027","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP358"
"11028","fetal.ISC.proliferation.signature_Kazakevych_2017","AK129341"
"11029","fetal.ISC.proliferation.signature_Kazakevych_2017","L3HYPDH"
"11030","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP454"
"11031","fetal.ISC.proliferation.signature_Kazakevych_2017","CGNL1"
"11032","fetal.ISC.proliferation.signature_Kazakevych_2017","RNF219"
"11033","fetal.ISC.proliferation.signature_Kazakevych_2017","XRCC5"
"11034","fetal.ISC.proliferation.signature_Kazakevych_2017","LAMB2"
"11035","fetal.ISC.proliferation.signature_Kazakevych_2017","GTF3C4"
"11036","fetal.ISC.proliferation.signature_Kazakevych_2017","2310008H09RIK"
"11037","fetal.ISC.proliferation.signature_Kazakevych_2017","FKBP3"
"11038","fetal.ISC.proliferation.signature_Kazakevych_2017","TUBB5"
"11039","fetal.ISC.proliferation.signature_Kazakevych_2017","ORC6"
"11040","fetal.ISC.proliferation.signature_Kazakevych_2017","GAS8"
"11041","fetal.ISC.proliferation.signature_Kazakevych_2017","PLK2"
"11042","fetal.ISC.proliferation.signature_Kazakevych_2017","IKBKAP"
"11043","fetal.ISC.proliferation.signature_Kazakevych_2017","DCTD"
"11044","fetal.ISC.proliferation.signature_Kazakevych_2017","FGFR4"
"11045","fetal.ISC.proliferation.signature_Kazakevych_2017","PTCH1"
"11046","fetal.ISC.proliferation.signature_Kazakevych_2017","BCL2"
"11047","fetal.ISC.proliferation.signature_Kazakevych_2017","GREB1"
"11048","fetal.ISC.proliferation.signature_Kazakevych_2017","IGFBP4"
"11049","fetal.ISC.proliferation.signature_Kazakevych_2017","SMO"
"11050","fetal.ISC.proliferation.signature_Kazakevych_2017","HUNK"
"11051","fetal.ISC.proliferation.signature_Kazakevych_2017","PACS1"
"11052","fetal.ISC.proliferation.signature_Kazakevych_2017","FBXO21"
"11053","fetal.ISC.proliferation.signature_Kazakevych_2017","TACC1"
"11054","fetal.ISC.proliferation.signature_Kazakevych_2017","WEE1"
"11055","fetal.ISC.proliferation.signature_Kazakevych_2017","PRKD3"
"11056","fetal.ISC.proliferation.signature_Kazakevych_2017","AUTS2"
"11057","fetal.ISC.proliferation.signature_Kazakevych_2017","IQSEC1"
"11058","fetal.ISC.proliferation.signature_Kazakevych_2017","MDN1"
"11059","fetal.ISC.proliferation.signature_Kazakevych_2017","POGK"
"11060","fetal.ISC.proliferation.signature_Kazakevych_2017","CACHD1"
"11061","fetal.ISC.proliferation.signature_Kazakevych_2017","FAM178A"
"11062","fetal.ISC.proliferation.signature_Kazakevych_2017","GRLF1"
"11063","fetal.ISC.proliferation.signature_Kazakevych_2017","D830031N03RIK"
"11064","fetal.ISC.proliferation.signature_Kazakevych_2017","PELI2"
"11065","fetal.ISC.proliferation.signature_Kazakevych_2017","YEATS2"
"11066","fetal.ISC.proliferation.signature_Kazakevych_2017","CHST11"
"11067","fetal.ISC.proliferation.signature_Kazakevych_2017","ZRANB3"
"11068","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP704"
"11069","fetal.ISC.proliferation.signature_Kazakevych_2017","SESN3"
"11070","fetal.ISC.proliferation.signature_Kazakevych_2017","MYCBP2"
"11071","fetal.ISC.proliferation.signature_Kazakevych_2017","TLN2"
"11072","fetal.ISC.proliferation.signature_Kazakevych_2017","RRP1B"
"11073","fetal.ISC.proliferation.signature_Kazakevych_2017","EPHA4"
"11074","fetal.ISC.proliferation.signature_Kazakevych_2017","CLIC6"
"11075","fetal.ISC.proliferation.signature_Kazakevych_2017","PRKACB"
"11076","fetal.ISC.proliferation.signature_Kazakevych_2017","PRPF40B"
"11077","fetal.ISC.proliferation.signature_Kazakevych_2017","ANKRD26"
"11078","fetal.ISC.proliferation.signature_Kazakevych_2017","BCL7A"
"11079","fetal.ISC.proliferation.signature_Kazakevych_2017","FGFRL1"
"11080","fetal.ISC.proliferation.signature_Kazakevych_2017","AW554918"
"11081","fetal.ISC.proliferation.signature_Kazakevych_2017","POGZ"
"11082","fetal.ISC.proliferation.signature_Kazakevych_2017","PITPNM2"
"11083","fetal.ISC.proliferation.signature_Kazakevych_2017","WDR90"
"11084","fetal.ISC.proliferation.signature_Kazakevych_2017","CSNK1E"
"11085","fetal.ISC.proliferation.signature_Kazakevych_2017","ALMS1"
"11086","fetal.ISC.proliferation.signature_Kazakevych_2017","FMNL2"
"11087","fetal.ISC.proliferation.signature_Kazakevych_2017","MDC1"
"11088","fetal.ISC.proliferation.signature_Kazakevych_2017","TMEM201"
"11089","fetal.ISC.proliferation.signature_Kazakevych_2017","LIG1"
"11090","fetal.ISC.proliferation.signature_Kazakevych_2017","ZDHHC15"
"11091","fetal.ISC.proliferation.signature_Kazakevych_2017","GM17296"
"11092","fetal.ISC.proliferation.signature_Kazakevych_2017","MAN2A2"
"11093","fetal.ISC.proliferation.signature_Kazakevych_2017","ILF3"
"11094","fetal.ISC.proliferation.signature_Kazakevych_2017","TRIO"
"11095","fetal.ISC.proliferation.signature_Kazakevych_2017","PCGF6"
"11096","fetal.ISC.proliferation.signature_Kazakevych_2017","SMARCC1"
"11097","fetal.ISC.proliferation.signature_Kazakevych_2017","TEX10"
"11098","fetal.ISC.proliferation.signature_Kazakevych_2017","ODF2"
"11099","fetal.ISC.proliferation.signature_Kazakevych_2017","TTLL4"
"11100","fetal.ISC.proliferation.signature_Kazakevych_2017","RAD18"
"11101","fetal.ISC.proliferation.signature_Kazakevych_2017","2900056M20RIK"
"11102","fetal.ISC.proliferation.signature_Kazakevych_2017","FANCD2"
"11103","fetal.ISC.proliferation.signature_Kazakevych_2017","POLR1B"
"11104","fetal.ISC.proliferation.signature_Kazakevych_2017","EIF2AK4"
"11105","fetal.ISC.proliferation.signature_Kazakevych_2017","BCOR"
"11106","fetal.ISC.proliferation.signature_Kazakevych_2017","BRCA2"
"11107","fetal.ISC.proliferation.signature_Kazakevych_2017","TRPC2"
"11108","fetal.ISC.proliferation.signature_Kazakevych_2017","CD320"
"11109","fetal.ISC.proliferation.signature_Kazakevych_2017","TEAD1"
"11110","fetal.ISC.proliferation.signature_Kazakevych_2017","PHIP"
"11111","fetal.ISC.proliferation.signature_Kazakevych_2017","TTC21B"
"11112","fetal.ISC.proliferation.signature_Kazakevych_2017","ZFP503"
"11113","fetal.ISC.proliferation.signature_Kazakevych_2017","REPS1"
